1	2.361111111	2.694444444
2	2.909090909	9.522727273
3	2.818181818	16.81818182
4	9.403846154	12.67307692
5	13.5	8.285714286
6	12.75	3
7	7.285714286	3.857142857
8	16.66666667	10.28571429
9	14.48148148	17.11111111
10	9.137931034	21.5
11	2.653846154	25.11538462
12	2.755555556	32.73333333
13	2.352941176	39.32352941
14	2.24137931	45.24137931
15	6.354166667	50.35416667
16	8.363636364	55.45454545
17	10	54
18	10	56
19	11	55
20	11	54
21	11	56
22	10	53
23	10.84615385	60
24	3.711538462	59.71153846
25	2.235294118	65.82352941
26	2.382352941	72.32352941
27	2.936170213	79.0212766
28	2.87755102	86.30612245
29	2.804878049	93.26829268
30	8.727272727	96.45454545
31	9.081081081	89.54054054
32	13.14893617	83.76595745
33	11.38235294	77.14705882
34	8.811320755	70.39622642
35	10.02857143	65.02857143
36	16.10416667	70.83333333
37	17.61111111	63.75
38	22.85294118	60.38235294
39	26.2	63.5
40	27	66
41	28	65
42	26	66
43	30	62.29166667
44	29	65
45	30	66
46	31	65
47	29	66
48	31	66
49	30	67
50	34	66.29166667
51	32.2	69.4
52	30	69
53	31	68
54	29.21052632	71.36842105
55	28	69
56	29	68
57	28	68
58	30	68
59	27	69
60	29	67
61	27	68
62	23.42222222	69.66666667
63	22.3125	65.75
64	28	67
65	28	66
66	31	67
67	28.11627907	56.62790698
68	25.86956522	49.84782609
69	19.35294118	48.47058824
70	12.83333333	45.89583333
71	6.714285714	43.5
72	8	41
73	9	42
74	6.714285714	40
75	8	39
76	9	40
77	9	39
78	9	41
79	8	38
80	10	40
81	7.210526316	36.15789474
82	10	38
83	12	35.29166667
84	11	38
85	12	39
86	14.35294118	39.52941176
87	11	40
88	12	41
89	11	39
90	11	41
91	12	42
92	10	39
93	10	41
94	11	42
95	10	42
96	17.1875	42.1875
97	18.94736842	36.07894737
98	17.39622642	29.18867925
99	18.40816327	22.06122449
100	21.69767442	16.13953488
101	26.14893617	22.23404255
102	24.55263158	29.07894737
103	30.82857143	27
104	29.97435897	33.41025641
105	34.09230769	39.90769231
106	38.8	46.075
107	32.875	50.35416667
108	34.725	57.075
109	39.24242424	52.39393939
110	41.14285714	58.21428571
111	39.68888889	64.24444444
112	37.58333333	71
113	36.8	76.92
114	30.84615385	76.79487179
115	30.5	82.5
116	28	84
117	29	85
118	26	81.29166667
119	25	84
120	26	85
121	27	84
122	25	85
123	27	85
124	23.33333333	83.66666667
125	22	83
126	23	82
127	22	82
128	21.33333333	83.66666667
129	20	83
130	21	82
131	20	82
132	19.33333333	83.66666667
133	17.71428571	82
134	19	81
135	20	81
136	19	80
137	16.75	78.25
138	20	79
139	21.125	75.8125
140	21	80
141	22	79
142	20	80
143	22	80
144	21	81
145	23	79
146	22	81
147	23	80
148	23	81
149	29.5	75.35714286
150	35.4516129	83.41935484
151	38.36538462	89.42307692
152	36.88679245	96.30188679
153	30.96	91.4
154	26.34375	94.625
155	19.76	94.76
156	15.975	89.65
157	22.11111111	87.48148148
158	25	86
159	25	88
160	26	87
161	26	86
162	26	88
163	26.2	89.93333333
164	27	87
165	28	88
166	28	87
167	27	86
168	29	88
169	28	86
170	29	87
171	30.63636364	87.09090909
172	28	85
173	32.14285714	92.10714286
174	20.43396226	97.1509434
175	5.842105263	91.89473684
176	9.225806452	77.77419355
177	16.61764706	59.26470588
178	16.8	53.08
179	13	53
180	14	52
181	14	54
182	13	52
183	13	54
184	12	53
185	12.85714286	50.71428571
186	11	52
187	10.5	50.5
188	11	53
189	12	54
190	12	55
191	13	55
192	12	56
193	1.909090909	53.3030303
194	13.34375	45.96875
195	24.1884058	41.72463768
196	28.31034483	35.27586207
197	36.90909091	28.90909091
198	35.94736842	23.07894737
199	34.78947368	15.49122807
200	40.19047619	12.04761905
201	37	11
202	38	10
203	37	10
